;date;war articles;total articles;standardized
2614;27.02.2007;2.0;18;0.1111111111111111
2615;28.02.2007;4.0;33;0.12121212121212122
2616;01.03.2007;0.0;24;0.0
2617;02.03.2007;1.0;22;0.045454545454545456
2618;03.03.2007;1.0;26;0.038461538461538464
2619;04.03.2007;0.0;21;0.0
2620;05.03.2007;1.0;26;0.038461538461538464
2621;06.03.2007;0.0;34;0.0
2622;07.03.2007;0.0;30;0.0
2623;08.03.2007;1.0;29;0.034482758620689655
2624;09.03.2007;0.0;31;0.0
2625;10.03.2007;0.0;30;0.0
2626;11.03.2007;2.0;25;0.08
2627;12.03.2007;0.0;27;0.0
2628;13.03.2007;2.0;29;0.06896551724137931
2629;14.03.2007;1.0;27;0.037037037037037035
2630;15.03.2007;0.0;32;0.0
2631;16.03.2007;0.0;27;0.0
2632;17.03.2007;2.0;32;0.0625
2633;18.03.2007;0.0;16;0.0
2634;19.03.2007;2.0;36;0.05555555555555555
2635;20.03.2007;0.0;29;0.0
2636;21.03.2007;0.0;26;0.0
2637;22.03.2007;4.0;32;0.125
2638;23.03.2007;1.0;35;0.02857142857142857
2639;24.03.2007;0.0;28;0.0
2640;25.03.2007;1.0;23;0.043478260869565216
2641;26.03.2007;2.0;27;0.07407407407407407
2642;27.03.2007;0.0;27;0.0
2643;28.03.2007;1.0;28;0.03571428571428571
2644;29.03.2007;3.0;33;0.09090909090909091
2645;30.03.2007;0.0;25;0.0
2646;31.03.2007;1.0;27;0.037037037037037035
2647;01.04.2007;0.0;23;0.0
2648;02.04.2007;0.0;23;0.0
2649;03.04.2007;0.0;30;0.0
2650;04.04.2007;1.0;26;0.038461538461538464
2651;05.04.2007;0.0;36;0.0
2652;06.04.2007;1.0;10;0.1
2653;07.04.2007;0.0;9;0.0
2654;08.04.2007;1.0;17;0.058823529411764705
2655;09.04.2007;0.0;22;0.0
2656;10.04.2007;1.0;29;0.034482758620689655
2657;11.04.2007;3.0;27;0.1111111111111111
2658;12.04.2007;0.0;30;0.0
2659;13.04.2007;0.0;21;0.0
2660;14.04.2007;0.0;33;0.0
2661;15.04.2007;1.0;18;0.05555555555555555
2662;16.04.2007;0.0;19;0.0
2663;17.04.2007;2.0;23;0.08695652173913043
2664;18.04.2007;2.0;21;0.09523809523809523
2665;19.04.2007;0.0;22;0.0
2666;20.04.2007;0.0;20;0.0
2667;21.04.2007;0.0;30;0.0
2668;22.04.2007;1.0;27;0.037037037037037035
2669;23.04.2007;0.0;28;0.0
2670;24.04.2007;2.0;26;0.07692307692307693
2671;25.04.2007;1.0;29;0.034482758620689655
2672;26.04.2007;2.0;27;0.07407407407407407
2673;27.04.2007;2.0;33;0.06060606060606061
2674;28.04.2007;1.0;27;0.037037037037037035
2675;29.04.2007;1.0;16;0.0625
2676;30.04.2007;1.0;23;0.043478260869565216
2677;01.05.2007;1.0;26;0.038461538461538464
2678;02.05.2007;1.0;27;0.037037037037037035
2679;03.05.2007;1.0;28;0.03571428571428571
2680;04.05.2007;0.0;23;0.0
2681;05.05.2007;0.0;25;0.0
2682;06.05.2007;0.0;23;0.0
2683;07.05.2007;1.0;29;0.034482758620689655
2684;08.05.2007;0.0;25;0.0
2685;09.05.2007;2.0;25;0.08
2686;10.05.2007;0.0;26;0.0
2687;11.05.2007;1.0;27;0.037037037037037035
2688;12.05.2007;0.0;27;0.0
2689;13.05.2007;0.0;33;0.0
2690;14.05.2007;0.0;20;0.0
2691;15.05.2007;2.0;25;0.08
2692;16.05.2007;1.0;22;0.045454545454545456
2693;17.05.2007;0.0;20;0.0
2694;18.05.2007;2.0;23;0.08695652173913043
2695;19.05.2007;1.0;31;0.03225806451612903
2696;20.05.2007;1.0;18;0.05555555555555555
2697;21.05.2007;4.0;30;0.13333333333333333
2698;22.05.2007;1.0;23;0.043478260869565216
2699;23.05.2007;3.0;30;0.1
2700;24.05.2007;1.0;26;0.038461538461538464
2701;25.05.2007;2.0;38;0.05263157894736842
2702;26.05.2007;3.0;12;0.25
2703;27.05.2007;3.0;17;0.17647058823529413
2704;28.05.2007;0.0;18;0.0
2705;29.05.2007;1.0;28;0.03571428571428571
2706;30.05.2007;2.0;30;0.06666666666666667
2707;31.05.2007;1.0;23;0.043478260869565216
2708;01.06.2007;3.0;29;0.10344827586206896
2709;02.06.2007;1.0;30;0.03333333333333333
2710;03.06.2007;1.0;20;0.05
2711;04.06.2007;0.0;31;0.0
2712;05.06.2007;0.0;27;0.0
2713;06.06.2007;1.0;33;0.030303030303030304
2714;07.06.2007;1.0;34;0.029411764705882353
2715;08.06.2007;1.0;36;0.027777777777777776
2716;09.06.2007;0.0;30;0.0
2717;10.06.2007;0.0;19;0.0
2718;11.06.2007;1.0;26;0.038461538461538464
2719;12.06.2007;5.0;30;0.16666666666666666
2720;13.06.2007;2.0;34;0.058823529411764705
2721;14.06.2007;5.0;43;0.11627906976744186
2722;15.06.2007;2.0;29;0.06896551724137931
2723;16.06.2007;0.0;25;0.0
2724;17.06.2007;2.0;20;0.1
2725;18.06.2007;1.0;22;0.045454545454545456
2726;19.06.2007;0.0;23;0.0
2727;20.06.2007;2.0;29;0.06896551724137931
2728;21.06.2007;3.0;27;0.1111111111111111
2729;22.06.2007;0.0;27;0.0
2730;23.06.2007;2.0;35;0.05714285714285714
2731;24.06.2007;2.0;27;0.07407407407407407
2732;25.06.2007;1.0;29;0.034482758620689655
2733;26.06.2007;0.0;18;0.0
2734;27.06.2007;1.0;32;0.03125
2735;28.06.2007;2.0;24;0.08333333333333333
2736;29.06.2007;0.0;24;0.0
2737;30.06.2007;2.0;27;0.07407407407407407
2738;01.07.2007;0.0;10;0.0
2739;02.07.2007;0.0;24;0.0
2740;03.07.2007;1.0;23;0.043478260869565216
2741;04.07.2007;1.0;31;0.03225806451612903
2742;05.07.2007;0.0;49;0.0
2743;06.07.2007;0.0;18;0.0
2744;07.07.2007;1.0;21;0.047619047619047616
2745;08.07.2007;1.0;20;0.05
2746;09.07.2007;5.0;24;0.20833333333333334
2747;10.07.2007;4.0;27;0.14814814814814814
2748;11.07.2007;2.0;29;0.06896551724137931
2749;12.07.2007;2.0;22;0.09090909090909091
2750;13.07.2007;1.0;22;0.045454545454545456
2751;14.07.2007;2.0;34;0.058823529411764705
2752;15.07.2007;0.0;19;0.0
2753;16.07.2007;1.0;27;0.037037037037037035
2754;17.07.2007;0.0;23;0.0
2755;18.07.2007;1.0;22;0.045454545454545456
2756;19.07.2007;0.0;23;0.0
2757;20.07.2007;1.0;24;0.041666666666666664
2758;21.07.2007;0.0;23;0.0
2759;22.07.2007;0.0;21;0.0
2760;23.07.2007;3.0;21;0.14285714285714285
2761;24.07.2007;0.0;28;0.0
2762;25.07.2007;2.0;24;0.08333333333333333
2763;26.07.2007;1.0;23;0.043478260869565216
2764;27.07.2007;2.0;18;0.1111111111111111
2765;28.07.2007;0.0;25;0.0
2766;29.07.2007;0.0;14;0.0
2767;30.07.2007;0.0;17;0.0
2768;31.07.2007;1.0;19;0.05263157894736842
2769;01.08.2007;1.0;24;0.041666666666666664
2770;02.08.2007;0.0;20;0.0
2771;03.08.2007;2.0;25;0.08
2772;04.08.2007;0.0;22;0.0
2773;05.08.2007;1.0;10;0.1
2774;06.08.2007;0.0;22;0.0
2775;07.08.2007;3.0;22;0.13636363636363635
2776;08.08.2007;1.0;17;0.058823529411764705
2777;09.08.2007;1.0;20;0.05
2778;10.08.2007;0.0;21;0.0
2779;11.08.2007;0.0;26;0.0
2780;12.08.2007;1.0;14;0.07142857142857142
2781;13.08.2007;0.0;23;0.0
2782;14.08.2007;1.0;28;0.03571428571428571
2783;15.08.2007;0.0;27;0.0
2784;16.08.2007;1.0;20;0.05
2785;17.08.2007;0.0;20;0.0
2786;18.08.2007;1.0;26;0.038461538461538464
2787;19.08.2007;1.0;14;0.07142857142857142
2788;20.08.2007;0.0;26;0.0
2789;21.08.2007;0.0;33;0.0
2790;22.08.2007;1.0;33;0.030303030303030304
2791;23.08.2007;2.0;29;0.06896551724137931
2792;24.08.2007;0.0;18;0.0
2793;25.08.2007;1.0;22;0.045454545454545456
2794;26.08.2007;1.0;14;0.07142857142857142
2795;27.08.2007;3.0;25;0.12
2796;28.08.2007;0.0;26;0.0
2797;29.08.2007;1.0;38;0.02631578947368421
2798;30.08.2007;1.0;25;0.04
2799;31.08.2007;2.0;32;0.0625
2800;01.09.2007;1.0;32;0.03125
2801;02.09.2007;0.0;21;0.0
2802;03.09.2007;1.0;30;0.03333333333333333
2803;04.09.2007;1.0;29;0.034482758620689655
2804;05.09.2007;1.0;32;0.03125
2805;06.09.2007;1.0;31;0.03225806451612903
2806;07.09.2007;0.0;33;0.0
2807;08.09.2007;0.0;27;0.0
2808;09.09.2007;1.0;17;0.058823529411764705
2809;10.09.2007;0.0;29;0.0
2810;11.09.2007;0.0;27;0.0
2811;12.09.2007;1.0;31;0.03225806451612903
2812;13.09.2007;1.0;31;0.03225806451612903
2813;14.09.2007;1.0;31;0.03225806451612903
2814;15.09.2007;1.0;35;0.02857142857142857
2815;16.09.2007;1.0;18;0.05555555555555555
2816;17.09.2007;1.0;31;0.03225806451612903
2817;18.09.2007;2.0;26;0.07692307692307693
2818;19.09.2007;3.0;29;0.10344827586206896
2819;20.09.2007;3.0;27;0.1111111111111111
2820;21.09.2007;0.0;35;0.0
2821;22.09.2007;2.0;25;0.08
2822;23.09.2007;1.0;18;0.05555555555555555
2823;24.09.2007;3.0;40;0.075
2824;25.09.2007;0.0;34;0.0
2825;26.09.2007;2.0;27;0.07407407407407407
2826;27.09.2007;0.0;35;0.0
2827;28.09.2007;0.0;37;0.0
2828;29.09.2007;1.0;31;0.03225806451612903
2829;30.09.2007;1.0;15;0.06666666666666667
2830;01.10.2007;1.0;31;0.03225806451612903
2831;02.10.2007;1.0;38;0.02631578947368421
2832;03.10.2007;0.0;20;0.0
2833;04.10.2007;0.0;29;0.0
2834;05.10.2007;1.0;21;0.047619047619047616
2835;06.10.2007;1.0;28;0.03571428571428571
2836;07.10.2007;0.0;13;0.0
2837;08.10.2007;1.0;27;0.037037037037037035
2838;09.10.2007;0.0;25;0.0
2839;10.10.2007;0.0;24;0.0
2840;11.10.2007;3.0;30;0.1
2841;12.10.2007;1.0;28;0.03571428571428571
2842;13.10.2007;0.0;24;0.0
2843;14.10.2007;1.0;16;0.0625
2844;15.10.2007;0.0;25;0.0
2845;16.10.2007;1.0;25;0.04
2846;17.10.2007;1.0;19;0.05263157894736842
2847;18.10.2007;2.0;25;0.08
2848;19.10.2007;2.0;23;0.08695652173913043
2849;20.10.2007;3.0;26;0.11538461538461539
2850;21.10.2007;4.0;24;0.16666666666666666
2851;22.10.2007;5.0;26;0.19230769230769232
2852;23.10.2007;6.0;24;0.25
2853;24.10.2007;4.0;26;0.15384615384615385
2854;25.10.2007;2.0;25;0.08
2855;26.10.2007;4.0;30;0.13333333333333333
2856;27.10.2007;0.0;30;0.0
2857;28.10.2007;2.0;17;0.11764705882352941
2858;29.10.2007;1.0;22;0.045454545454545456
2859;30.10.2007;4.0;26;0.15384615384615385
2860;31.10.2007;2.0;24;0.08333333333333333
2861;01.11.2007;3.0;18;0.16666666666666666
2862;02.11.2007;1.0;20;0.05
2863;03.11.2007;1.0;25;0.04
2864;04.11.2007;3.0;19;0.15789473684210525
2865;05.11.2007;2.0;24;0.08333333333333333
2866;06.11.2007;0.0;22;0.0
2867;07.11.2007;1.0;18;0.05555555555555555
2868;08.11.2007;2.0;24;0.08333333333333333
2869;09.11.2007;0.0;27;0.0
2870;10.11.2007;0.0;24;0.0
2871;11.11.2007;0.0;13;0.0
2872;12.11.2007;1.0;27;0.037037037037037035
2873;13.11.2007;1.0;33;0.030303030303030304
2874;14.11.2007;3.0;25;0.12
2875;15.11.2007;5.0;21;0.23809523809523808
2876;16.11.2007;3.0;23;0.13043478260869565
2877;17.11.2007;2.0;21;0.09523809523809523
2878;18.11.2007;0.0;12;0.0
2879;19.11.2007;2.0;21;0.09523809523809523
2880;20.11.2007;1.0;21;0.047619047619047616
2881;21.11.2007;1.0;27;0.037037037037037035
2882;22.11.2007;2.0;24;0.08333333333333333
2883;23.11.2007;1.0;32;0.03125
2884;24.11.2007;1.0;27;0.037037037037037035
2885;25.11.2007;0.0;12;0.0
2886;26.11.2007;1.0;26;0.038461538461538464
2887;27.11.2007;1.0;30;0.03333333333333333
2888;28.11.2007;1.0;33;0.030303030303030304
2889;29.11.2007;1.0;40;0.025
2890;30.11.2007;0.0;32;0.0
2891;01.12.2007;1.0;27;0.037037037037037035
2892;02.12.2007;0.0;22;0.0
2893;03.12.2007;0.0;28;0.0
2894;04.12.2007;3.0;24;0.125
2895;05.12.2007;0.0;23;0.0
2896;06.12.2007;2.0;25;0.08
2897;07.12.2007;0.0;22;0.0
2898;08.12.2007;1.0;22;0.045454545454545456
2899;09.12.2007;0.0;14;0.0
2900;10.12.2007;2.0;30;0.06666666666666667
2901;11.12.2007;1.0;32;0.03125
2902;12.12.2007;1.0;32;0.03125
2903;13.12.2007;0.0;29;0.0
2904;14.12.2007;1.0;24;0.041666666666666664
2905;15.12.2007;0.0;22;0.0
2906;16.12.2007;1.0;16;0.0625
2907;17.12.2007;2.0;27;0.07407407407407407
2908;18.12.2007;0.0;24;0.0
2909;19.12.2007;1.0;27;0.037037037037037035
2910;20.12.2007;2.0;20;0.1
2911;21.12.2007;2.0;42;0.047619047619047616
2912;22.12.2007;1.0;16;0.0625
2913;23.12.2007;1.0;14;0.07142857142857142
2914;24.12.2007;0.0;11;0.0
2915;25.12.2007;2.0;10;0.2
2916;26.12.2007;1.0;12;0.08333333333333333
2917;27.12.2007;0.0;25;0.0
2918;28.12.2007;0.0;24;0.0
2919;29.12.2007;0.0;29;0.0
2920;30.12.2007;1.0;20;0.05
2921;31.12.2007;1.0;22;0.045454545454545456
2922;01.01.2008;0.0;17;0.0
2923;02.01.2008;1.0;33;0.030303030303030304
2924;03.01.2008;0.0;32;0.0
2925;04.01.2008;0.0;27;0.0
2926;05.01.2008;0.0;25;0.0
2927;06.01.2008;0.0;19;0.0
2928;07.01.2008;1.0;26;0.038461538461538464
2929;08.01.2008;1.0;32;0.03125
2930;09.01.2008;1.0;39;0.02564102564102564
2931;10.01.2008;2.0;28;0.07142857142857142
2932;11.01.2008;2.0;26;0.07692307692307693
2933;12.01.2008;0.0;25;0.0
2934;13.01.2008;1.0;25;0.04
2935;14.01.2008;1.0;33;0.030303030303030304
2936;15.01.2008;1.0;27;0.037037037037037035
2937;16.01.2008;1.0;30;0.03333333333333333
2938;17.01.2008;0.0;24;0.0
2939;18.01.2008;0.0;25;0.0
2940;19.01.2008;1.0;36;0.027777777777777776
2941;20.01.2008;0.0;29;0.0
2942;21.01.2008;0.0;38;0.0
2943;22.01.2008;0.0;20;0.0
2944;23.01.2008;1.0;27;0.037037037037037035
2945;24.01.2008;0.0;31;0.0
2946;25.01.2008;1.0;30;0.03333333333333333
2947;26.01.2008;0.0;25;0.0
2948;27.01.2008;1.0;44;0.022727272727272728
2949;28.01.2008;3.0;49;0.061224489795918366
2950;29.01.2008;0.0;28;0.0
2951;30.01.2008;2.0;31;0.06451612903225806
2952;31.01.2008;2.0;31;0.06451612903225806
2953;01.02.2008;0.0;46;0.0
2954;02.02.2008;0.0;23;0.0
2955;03.02.2008;3.0;18;0.16666666666666666
2956;04.02.2008;1.0;27;0.037037037037037035
2957;05.02.2008;1.0;25;0.04
2958;06.02.2008;3.0;55;0.05454545454545454
2959;07.02.2008;3.0;41;0.07317073170731707
2960;08.02.2008;1.0;35;0.02857142857142857
2961;09.02.2008;1.0;34;0.029411764705882353
2962;10.02.2008;2.0;32;0.0625
2963;11.02.2008;0.0;29;0.0
2964;12.02.2008;0.0;27;0.0
2965;13.02.2008;0.0;33;0.0
2966;14.02.2008;1.0;23;0.043478260869565216
2967;15.02.2008;0.0;28;0.0
2968;16.02.2008;2.0;28;0.07142857142857142
2969;17.02.2008;0.0;28;0.0
2970;18.02.2008;0.0;32;0.0
2971;19.02.2008;0.0;32;0.0
2972;20.02.2008;1.0;32;0.03125
2973;21.02.2008;1.0;30;0.03333333333333333
2974;22.02.2008;3.0;31;0.0967741935483871
2975;23.02.2008;0.0;26;0.0
2976;24.02.2008;1.0;32;0.03125
2977;25.02.2008;1.0;36;0.027777777777777776
2978;26.02.2008;0.0;28;0.0
2979;27.02.2008;0.0;26;0.0
2980;28.02.2008;3.0;31;0.0967741935483871
2981;29.02.2008;3.0;46;0.06521739130434782
2982;01.03.2008;0.0;34;0.0
2983;02.03.2008;1.0;31;0.03225806451612903
2984;03.03.2008;1.0;37;0.02702702702702703
2985;04.03.2008;0.0;28;0.0
2986;05.03.2008;0.0;38;0.0
2987;06.03.2008;0.0;31;0.0
2988;07.03.2008;0.0;35;0.0
2989;08.03.2008;0.0;34;0.0
2990;09.03.2008;1.0;22;0.045454545454545456
2991;10.03.2008;1.0;38;0.02631578947368421
2992;11.03.2008;0.0;27;0.0
2993;12.03.2008;0.0;29;0.0
2994;13.03.2008;0.0;34;0.0
2995;14.03.2008;0.0;20;0.0
2996;15.03.2008;0.0;30;0.0
2997;16.03.2008;4.0;34;0.11764705882352941
2998;17.03.2008;3.0;46;0.06521739130434782
2999;18.03.2008;1.0;28;0.03571428571428571
3000;19.03.2008;5.0;26;0.19230769230769232
3001;20.03.2008;6.0;45;0.13333333333333333
3002;21.03.2008;2.0;26;0.07692307692307693
3003;22.03.2008;0.0;19;0.0
3004;23.03.2008;1.0;24;0.041666666666666664
3005;24.03.2008;0.0;18;0.0
3006;25.03.2008;0.0;39;0.0
3007;26.03.2008;3.0;28;0.10714285714285714
3008;27.03.2008;0.0;25;0.0
3009;28.03.2008;0.0;34;0.0
3010;29.03.2008;3.0;34;0.08823529411764706
3011;30.03.2008;2.0;25;0.08
3012;31.03.2008;0.0;31;0.0
3013;01.04.2008;0.0;28;0.0
3014;02.04.2008;0.0;30;0.0
3015;03.04.2008;1.0;38;0.02631578947368421
3016;04.04.2008;1.0;28;0.03571428571428571
3017;05.04.2008;1.0;38;0.02631578947368421
3018;06.04.2008;0.0;28;0.0
3019;07.04.2008;0.0;39;0.0
3020;08.04.2008;1.0;36;0.027777777777777776
3021;09.04.2008;1.0;34;0.029411764705882353
3022;10.04.2008;0.0;26;0.0
3023;11.04.2008;0.0;27;0.0
3024;12.04.2008;0.0;31;0.0
3025;13.04.2008;0.0;21;0.0
3026;14.04.2008;0.0;32;0.0
3027;15.04.2008;0.0;23;0.0
3028;16.04.2008;0.0;29;0.0
3029;17.04.2008;1.0;38;0.02631578947368421
3030;18.04.2008;2.0;38;0.05263157894736842
3031;19.04.2008;1.0;29;0.034482758620689655
3032;20.04.2008;3.0;17;0.17647058823529413
3033;21.04.2008;2.0;30;0.06666666666666667
3034;22.04.2008;2.0;24;0.08333333333333333
3035;23.04.2008;0.0;32;0.0
3036;24.04.2008;2.0;24;0.08333333333333333
3037;25.04.2008;3.0;33;0.09090909090909091
3038;26.04.2008;0.0;27;0.0
3039;27.04.2008;1.0;16;0.0625
3040;28.04.2008;2.0;28;0.07142857142857142
3041;29.04.2008;0.0;28;0.0
3042;30.04.2008;1.0;32;0.03125
3043;01.05.2008;0.0;28;0.0
3044;02.05.2008;0.0;27;0.0
3045;03.05.2008;2.0;28;0.07142857142857142
3046;04.05.2008;0.0;14;0.0
3047;05.05.2008;1.0;30;0.03333333333333333
3048;06.05.2008;1.0;30;0.03333333333333333
3049;07.05.2008;0.0;31;0.0
3050;08.05.2008;1.0;30;0.03333333333333333
3051;09.05.2008;3.0;43;0.06976744186046512
3052;10.05.2008;1.0;16;0.0625
3053;11.05.2008;1.0;7;0.14285714285714285
3054;12.05.2008;0.0;9;0.0
3055;13.05.2008;0.0;23;0.0
3056;14.05.2008;2.0;28;0.07142857142857142
3057;15.05.2008;0.0;30;0.0
3058;16.05.2008;3.0;22;0.13636363636363635
3059;17.05.2008;2.0;29;0.06896551724137931
3060;18.05.2008;0.0;25;0.0
3061;19.05.2008;0.0;35;0.0
3062;20.05.2008;1.0;26;0.038461538461538464
3063;21.05.2008;1.0;37;0.02702702702702703
3064;22.05.2008;1.0;31;0.03225806451612903
3065;23.05.2008;1.0;34;0.029411764705882353
3066;24.05.2008;0.0;25;0.0
3067;25.05.2008;0.0;18;0.0
3068;26.05.2008;0.0;26;0.0
3069;27.05.2008;0.0;26;0.0
3070;28.05.2008;0.0;34;0.0
3071;29.05.2008;1.0;23;0.043478260869565216
3072;30.05.2008;2.0;26;0.07692307692307693
3073;31.05.2008;0.0;23;0.0
3074;01.06.2008;0.0;20;0.0
3075;02.06.2008;0.0;21;0.0
3076;03.06.2008;1.0;25;0.04
3077;04.06.2008;0.0;37;0.0
3078;05.06.2008;0.0;34;0.0
3079;06.06.2008;0.0;27;0.0
3080;07.06.2008;0.0;23;0.0
3081;08.06.2008;1.0;17;0.058823529411764705
3082;09.06.2008;0.0;23;0.0
3083;10.06.2008;1.0;19;0.05263157894736842
3084;11.06.2008;6.0;25;0.24
3085;12.06.2008;3.0;22;0.13636363636363635
3086;13.06.2008;0.0;27;0.0
3087;14.06.2008;3.0;32;0.09375
3088;15.06.2008;0.0;17;0.0
3089;16.06.2008;1.0;19;0.05263157894736842
3090;17.06.2008;3.0;24;0.125
3091;18.06.2008;2.0;32;0.0625
3092;19.06.2008;1.0;24;0.041666666666666664
3093;20.06.2008;2.0;20;0.1
3094;21.06.2008;0.0;23;0.0
3095;22.06.2008;0.0;12;0.0
3096;23.06.2008;0.0;27;0.0
3097;24.06.2008;0.0;24;0.0
3098;25.06.2008;0.0;24;0.0
3099;26.06.2008;2.0;20;0.1
3100;27.06.2008;2.0;24;0.08333333333333333
3101;28.06.2008;0.0;34;0.0
3102;29.06.2008;4.0;22;0.18181818181818182
3103;30.06.2008;0.0;24;0.0
3104;01.07.2008;2.0;21;0.09523809523809523
3105;02.07.2008;1.0;33;0.030303030303030304
3106;03.07.2008;0.0;30;0.0
3107;04.07.2008;0.0;29;0.0
3108;05.07.2008;0.0;26;0.0
3109;06.07.2008;1.0;16;0.0625
3110;07.07.2008;1.0;28;0.03571428571428571
3111;08.07.2008;1.0;29;0.034482758620689655
3112;09.07.2008;2.0;29;0.06896551724137931
3113;10.07.2008;1.0;33;0.030303030303030304
3114;11.07.2008;3.0;33;0.09090909090909091
3115;12.07.2008;0.0;28;0.0
3116;13.07.2008;0.0;19;0.0
3117;14.07.2008;2.0;33;0.06060606060606061
3118;15.07.2008;0.0;29;0.0
3119;16.07.2008;0.0;25;0.0
3120;17.07.2008;4.0;26;0.15384615384615385
3121;18.07.2008;0.0;24;0.0
3122;19.07.2008;2.0;26;0.07692307692307693
3123;20.07.2008;1.0;16;0.0625
3124;21.07.2008;2.0;27;0.07407407407407407
3125;22.07.2008;7.0;32;0.21875
3126;23.07.2008;1.0;23;0.043478260869565216
3127;24.07.2008;1.0;40;0.025
3128;25.07.2008;4.0;25;0.16
3129;26.07.2008;2.0;27;0.07407407407407407
3130;27.07.2008;0.0;17;0.0
3131;28.07.2008;3.0;27;0.1111111111111111
3132;29.07.2008;5.0;30;0.16666666666666666
3133;30.07.2008;3.0;36;0.08333333333333333
3134;31.07.2008;0.0;32;0.0
3135;01.08.2008;0.0;21;0.0
3136;02.08.2008;2.0;20;0.1
3137;03.08.2008;1.0;14;0.07142857142857142
3138;04.08.2008;3.0;28;0.10714285714285714
3139;05.08.2008;1.0;17;0.058823529411764705
3140;06.08.2008;1.0;33;0.030303030303030304
3141;07.08.2008;2.0;39;0.05128205128205128
3142;08.08.2008;11.0;34;0.3235294117647059
3143;09.08.2008;6.0;39;0.15384615384615385
3144;10.08.2008;5.0;24;0.20833333333333334
3145;11.08.2008;8.0;31;0.25806451612903225
3146;12.08.2008;10.0;40;0.25
3147;13.08.2008;7.0;29;0.2413793103448276
3148;14.08.2008;8.0;26;0.3076923076923077
3149;15.08.2008;6.0;30;0.2
3150;16.08.2008;6.0;29;0.20689655172413793
3151;17.08.2008;5.0;22;0.22727272727272727
3152;18.08.2008;2.0;28;0.07142857142857142
3153;19.08.2008;4.0;25;0.16
3154;20.08.2008;4.0;25;0.16
3155;21.08.2008;2.0;16;0.125
3156;22.08.2008;3.0;26;0.11538461538461539
3157;23.08.2008;3.0;33;0.09090909090909091
3158;24.08.2008;3.0;13;0.23076923076923078
3159;25.08.2008;2.0;33;0.06060606060606061
3160;26.08.2008;8.0;33;0.24242424242424243
3161;27.08.2008;6.0;33;0.18181818181818182
3162;28.08.2008;3.0;26;0.11538461538461539
3163;29.08.2008;5.0;44;0.11363636363636363
3164;30.08.2008;1.0;28;0.03571428571428571
3165;31.08.2008;0.0;24;0.0
3166;01.09.2008;2.0;28;0.07142857142857142
3167;02.09.2008;1.0;20;0.05
3168;03.09.2008;2.0;29;0.06896551724137931
3169;04.09.2008;1.0;32;0.03125
3170;05.09.2008;6.0;37;0.16216216216216217
3171;06.09.2008;3.0;34;0.08823529411764706
3172;07.09.2008;0.0;27;0.0
3173;08.09.2008;3.0;37;0.08108108108108109
3174;09.09.2008;3.0;30;0.1
3175;10.09.2008;0.0;28;0.0
3176;11.09.2008;3.0;28;0.10714285714285714
3177;12.09.2008;3.0;33;0.09090909090909091
3178;13.09.2008;2.0;25;0.08
3179;14.09.2008;0.0;11;0.0
3180;15.09.2008;1.0;27;0.037037037037037035
3181;16.09.2008;1.0;20;0.05
3182;17.09.2008;2.0;27;0.07407407407407407
3183;18.09.2008;2.0;19;0.10526315789473684
3184;19.09.2008;3.0;23;0.13043478260869565
3185;20.09.2008;0.0;41;0.0
3186;21.09.2008;1.0;23;0.043478260869565216
3187;22.09.2008;0.0;33;0.0
3188;23.09.2008;2.0;29;0.06896551724137931
3189;24.09.2008;1.0;27;0.037037037037037035
3190;25.09.2008;1.0;33;0.030303030303030304
3191;26.09.2008;3.0;28;0.10714285714285714
3192;27.09.2008;0.0;28;0.0
3193;28.09.2008;0.0;33;0.0
3194;29.09.2008;0.0;31;0.0
3195;30.09.2008;0.0;31;0.0
3196;01.10.2008;1.0;21;0.047619047619047616
3197;02.10.2008;0.0;26;0.0
3198;03.10.2008;0.0;16;0.0
3199;04.10.2008;0.0;23;0.0
3200;05.10.2008;3.0;16;0.1875
3201;06.10.2008;0.0;14;0.0
3202;07.10.2008;0.0;24;0.0
3203;08.10.2008;3.0;25;0.12
3204;09.10.2008;2.0;23;0.08695652173913043
3205;10.10.2008;0.0;29;0.0
3206;11.10.2008;0.0;41;0.0
3207;12.10.2008;0.0;17;0.0
3208;13.10.2008;0.0;21;0.0
3209;14.10.2008;0.0;26;0.0
3210;15.10.2008;0.0;28;0.0
3211;16.10.2008;1.0;27;0.037037037037037035
3212;17.10.2008;0.0;23;0.0
3213;18.10.2008;0.0;30;0.0
3214;19.10.2008;0.0;16;0.0
3215;20.10.2008;1.0;20;0.05
3216;21.10.2008;0.0;21;0.0
3217;22.10.2008;1.0;33;0.030303030303030304
3218;23.10.2008;0.0;19;0.0
3219;24.10.2008;0.0;23;0.0
3220;25.10.2008;1.0;32;0.03125
3221;26.10.2008;1.0;22;0.045454545454545456
3222;27.10.2008;3.0;24;0.125
3223;28.10.2008;2.0;21;0.09523809523809523
3224;29.10.2008;1.0;25;0.04
3225;30.10.2008;0.0;30;0.0
3226;31.10.2008;1.0;22;0.045454545454545456
3227;01.11.2008;1.0;31;0.03225806451612903
3228;02.11.2008;1.0;20;0.05
3229;03.11.2008;1.0;31;0.03225806451612903
3230;04.11.2008;0.0;36;0.0
3231;05.11.2008;2.0;66;0.030303030303030304
3232;06.11.2008;1.0;30;0.03333333333333333
3233;07.11.2008;0.0;32;0.0
3234;08.11.2008;2.0;35;0.05714285714285714
3235;09.11.2008;2.0;17;0.11764705882352941
